country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
Azerbaijan,1994,female,15-24 years,3,622200,,3313739674
Azerbaijan,1994,male,25-34 years,3,638600,,3313739674
Azerbaijan,1994,male,15-24 years,3,669100,,3313739674
Azerbaijan,1994,female,5-14 years,,774700,,3313739674
Azerbaijan,1994,male,5-14 years,,814500,,3313739674
Azerbaijan,1995,male,75+ years,2,36600,0.609,3052467522
Azerbaijan,1995,male,35-54 years,18,677600,0.609,3052467522
Azerbaijan,1995,male,55-74 years,8,377400,0.609,3052467522
Azerbaijan,1995,male,15-24 years,9,663600,0.609,3052467522
Azerbaijan,1995,female,75+ years,1,95000,0.609,3052467522
Azerbaijan,1995,male,25-34 years,5,642900,0.609,3052467522
Azerbaijan,1995,female,25-34 years,3,675100,0.609,3052467522
Azerbaijan,1995,female,35-54 years,3,733900,0.609,3052467522
Azerbaijan,1995,female,15-24 years,,622300,0.609,3052467522
Azerbaijan,1995,female,5-14 years,,788700,0.609,3052467522
Azerbaijan,1995,female,55-74 years,,463500,0.609,3052467522
Azerbaijan,1995,male,5-14 years,,829300,0.609,3052467522
Azerbaijan,1996,male,55-74 years,19,383100,,3176749593
Azerbaijan,1996,female,75+ years,3,94800,,3176749593
Azerbaijan,1996,male,75+ years,1,36700,,3176749593
Azerbaijan,1996,male,35-54 years,14,693800,,3176749593
Azerbaijan,1996,male,25-34 years,13,647200,,3176749593
Azerbaijan,1996,male,15-24 years,9,664700,,3176749593
Azerbaijan,1996,female,15-24 years,3,624900,,3176749593
Azerbaijan,1996,female,55-74 years,2,467600,,3176749593
Azerbaijan,1996,female,35-54 years,3,751300,,3176749593
Azerbaijan,1996,female,25-34 years,2,669400,,3176749593
Azerbaijan,1996,female,5-14 years,,796200,,3176749593
Azerbaijan,1996,male,5-14 years,,838400,,3176749593
Azerbaijan,1997,male,55-74 years,24,386200,,3962710163
Azerbaijan,1997,male,35-54 years,34,698800,,3962710163
Azerbaijan,1997,male,25-34 years,21,651900,,3962710163
Azerbaijan,1997,female,35-54 years,8,755500,,3962710163
Azerbaijan,1997,male,15-24 years,7,669400,,3962710163
Azerbaijan,1997,female,15-24 years,6,628600,,3962710163
Azerbaijan,1997,female,55-74 years,3,470100,,3962710163
Azerbaijan,1997,female,25-34 years,4,673000,,3962710163
Azerbaijan,1997,female,5-14 years,,800800,,3962710163
Azerbaijan,1997,female,75+ years,,95400,,3962710163
Azerbaijan,1997,male,5-14 years,,844400,,3962710163
Azerbaijan,1997,male,75+ years,,37100,,3962710163
Azerbaijan,1998,male,35-54 years,18,732200,,4446396218
Azerbaijan,1998,female,75+ years,2,96900,,4446396218
Azerbaijan,1998,male,55-74 years,8,403500,,4446396218
Azerbaijan,1998,male,25-34 years,12,683600,,4446396218
Azerbaijan,1998,female,55-74 years,4,491600,,4446396218
Azerbaijan,1998,female,35-54 years,6,793900,,4446396218
Azerbaijan,1998,female,15-24 years,3,662900,,4446396218
Azerbaijan,1998,male,15-24 years,2,702100,,4446396218
Azerbaijan,1998,male,5-14 years,1,886300,,4446396218
Azerbaijan,1998,female,25-34 years,,710000,,4446396218
Azerbaijan,1998,female,5-14 years,,844700,,4446396218
Azerbaijan,1998,male,75+ years,,36700,,4446396218
Azerbaijan,1999,male,35-54 years,19,737000,,4581222442
Azerbaijan,1999,male,55-74 years,9,406100,,4581222442
Azerbaijan,1999,male,25-34 years,1,688200,,4581222442
Azerbaijan,1999,male,15-24 years,6,706900,,4581222442
Azerbaijan,1999,female,35-54 years,4,802500,,4581222442
Azerbaijan,1999,female,55-74 years,2,497100,,4581222442
Azerbaijan,1999,female,15-24 years,2,670100,,4581222442
Azerbaijan,1999,female,25-34 years,2,717700,,4581222442
Azerbaijan,1999,female,5-14 years,,853800,,4581222442
Azerbaijan,1999,female,75+ years,,97900,,4581222442
Azerbaijan,1999,male,5-14 years,,892200,,4581222442
Azerbaijan,1999,male,75+ years,,36900,,4581222442
Azerbaijan,2000,male,75+ years,1,37950,0.64,5272617196
Azerbaijan,2000,male,55-74 years,9,361300,0.64,5272617196
Azerbaijan,2000,female,75+ years,2,83300,0.64,5272617196
Azerbaijan,2000,male,25-34 years,11,607350,0.64,5272617196
Azerbaijan,2000,male,35-54 years,14,931050,0.64,5272617196
Azerbaijan,2000,male,15-24 years,11,736900,0.64,5272617196
Azerbaijan,2000,female,55-74 years,3,434150,0.64,5272617196
Azerbaijan,2000,female,15-24 years,4,738550,0.64,5272617196
Azerbaijan,2000,female,25-34 years,3,677500,0.64,5272617196
Azerbaijan,2000,female,35-54 years,3,1000200,0.64,5272617196
Azerbaijan,2000,female,5-14 years,1,878950,0.64,5272617196
Azerbaijan,2000,male,5-14 years,,928050,0.64,5272617196
Azerbaijan,2001,male,55-74 years,34,357250,,5707720391
Azerbaijan,2001,male,35-54 years,79,975300,,5707720391
Azerbaijan,2001,male,15-24 years,56,766400,,5707720391
Azerbaijan,2001,male,75+ years,3,41650,,5707720391
Azerbaijan,2001,female,75+ years,6,85900,,5707720391
Azerbaijan,2001,male,25-34 years,4,603150,,5707720391
Azerbaijan,2001,female,55-74 years,21,431400,,5707720391
Azerbaijan,2001,female,25-34 years,23,669850,,5707720391
Azerbaijan,2001,male,5-14 years,24,913150,,5707720391
Azerbaijan,2001,female,35-54 years,16,1052500,,5707720391
Azerbaijan,2001,female,15-24 years,8,759350,,5707720391
Azerbaijan,2001,female,5-14 years,7,862100,,5707720391
Azerbaijan,2002,male,55-74 years,19,357550,,6235795104
Azerbaijan,2002,male,75+ years,2,45600,,6235795104
Azerbaijan,2002,male,35-54 years,32,1011850,,6235795104
Azerbaijan,2002,female,55-74 years,6,433050,,6235795104
Azerbaijan,2002,male,25-34 years,7,603300,,6235795104
Azerbaijan,2002,male,15-24 years,9,795800,,6235795104
Azerbaijan,2002,female,75+ years,1,89000,,6235795104
Azerbaijan,2002,female,35-54 years,8,1096350,,6235795104
Azerbaijan,2002,female,25-34 years,3,666300,,6235795104
Azerbaijan,2002,male,5-14 years,4,889500,,6235795104
Azerbaijan,2002,female,15-24 years,1,781100,,6235795104
Azerbaijan,2002,female,5-14 years,,836300,,6235795104
Azerbaijan,2003,male,75+ years,3,50900,,7276013032
Azerbaijan,2003,female,75+ years,4,94450,,7276013032
Azerbaijan,2003,male,55-74 years,14,359800,,7276013032
Azerbaijan,2003,male,35-54 years,4,1045100,,7276013032
Azerbaijan,2003,male,15-24 years,17,823850,,7276013032
Azerbaijan,2003,male,25-34 years,12,604700,,7276013032
Azerbaijan,2003,female,55-74 years,7,435950,,7276013032
Azerbaijan,2003,female,15-24 years,9,802400,,7276013032
Azerbaijan,2003,female,35-54 years,12,1137200,,7276013032
Azerbaijan,2003,male,5-14 years,7,856250,,7276013032
Azerbaijan,2003,female,25-34 years,3,663050,,7276013032
Azerbaijan,2003,female,5-14 years,1,800750,,7276013032
Azerbaijan,2004,female,75+ years,5,99600,,8680472169
Azerbaijan,2004,male,35-54 years,4,1076600,,8680472169
Azerbaijan,2004,male,25-34 years,15,608900,,8680472169
Azerbaijan,2004,male,55-74 years,7,362100,,8680472169
Azerbaijan,2004,male,15-24 years,1,851350,,8680472169
Azerbaijan,2004,female,55-74 years,5,439850,,8680472169
Azerbaijan,2004,female,35-54 years,11,1176300,,8680472169
Azerbaijan,2004,male,5-14 years,6,819600,,8680472169
Azerbaijan,2004,female,25-34 years,4,662000,,8680472169
Azerbaijan,2004,female,15-24 years,4,823000,,8680472169
Azerbaijan,2004,female,5-14 years,1,762050,,8680472169
Azerbaijan,2004,male,75+ years,,56900,,8680472169
Azerbaijan,2007,male,75+ years,3,75400,,33050343783
Azerbaijan,2007,male,55-74 years,8,381400,,33050343783
Azerbaijan,2007,male,35-54 years,15,1146950,,33050343783
Azerbaijan,2007,male,25-34 years,8,647850,,33050343783
Azerbaijan,2007,female,75+ years,1,118150,,33050343783
Azerbaijan,2007,female,15-24 years,5,872100,,33050343783
Azerbaijan,2007,male,5-14 years,4,711200,,33050343783
Azerbaijan,2007,female,35-54 years,5,1267550,,33050343783
Azerbaijan,2007,male,15-24 years,3,913150,,33050343783
Azerbaijan,2007,female,25-34 years,2,680650,,33050343783
Azerbaijan,2007,female,55-74 years,1,462700,,33050343783
Azerbaijan,2007,female,5-14 years,,644000,,33050343783
Bahamas,1985,male,35-54 years,1,21000,,2320699900
Bahamas,1985,female,15-24 years,,23300,,2320699900
Bahamas,1985,female,25-34 years,,19500,,2320699900
Bahamas,1985,female,35-54 years,,22500,,2320699900
Bahamas,1985,female,5-14 years,,24500,,2320699900
Bahamas,1985,female,55-74 years,,11200,,2320699900
Bahamas,1985,female,75+ years,,2700,,2320699900
Bahamas,1985,male,15-24 years,,23900,,2320699900
Bahamas,1985,male,25-34 years,,19100,,2320699900
Bahamas,1985,male,5-14 years,,25100,,2320699900
Bahamas,1985,male,55-74 years,,9400,,2320699900
Bahamas,1985,male,75+ years,,1500,,2320699900
Bahamas,1987,male,35-54 years,2,22700,,2713999900
Bahamas,1987,male,25-34 years,1,20900,,2713999900
Bahamas,1987,female,15-24 years,,25100,,2713999900
Bahamas,1987,female,25-34 years,,21100,,2713999900
Bahamas,1987,female,35-54 years,,24200,,2713999900
Bahamas,1987,female,5-14 years,,26400,,2713999900
Bahamas,1987,female,55-74 years,,12100,,2713999900
Bahamas,1987,female,75+ years,,2900,,2713999900
Bahamas,1987,male,15-24 years,,26200,,2713999900
Bahamas,1987,male,5-14 years,,27500,,2713999900
Bahamas,1987,male,55-74 years,,10200,,2713999900
Bahamas,1987,male,75+ years,,1600,,2713999900
Bahamas,1993,male,55-74 years,1,9900,,3092000000
Bahamas,1993,female,55-74 years,1,11900,,3092000000
Bahamas,1993,male,25-34 years,2,25400,,3092000000
Bahamas,1993,male,35-54 years,2,27000,,3092000000
Bahamas,1993,male,15-24 years,1,26800,,3092000000
Bahamas,1993,female,15-24 years,,26800,,3092000000
Bahamas,1993,female,25-34 years,,26300,,3092000000
Bahamas,1993,female,35-54 years,,29300,,3092000000
Bahamas,1993,female,5-14 years,,27200,,3092000000
Bahamas,1993,female,75+ years,,2800,,3092000000
Bahamas,1993,male,5-14 years,,28100,,3092000000
Bahamas,1993,male,75+ years,,2000,,3092000000
Bahamas,1994,male,35-54 years,3,28300,,3259000000
Bahamas,1994,female,15-24 years,,26900,,3259000000
Bahamas,1994,female,25-34 years,,26800,,3259000000
Bahamas,1994,female,35-54 years,,30800,,3259000000
Bahamas,1994,female,5-14 years,,27600,,3259000000
Bahamas,1994,female,55-74 years,,12300,,3259000000
Bahamas,1994,female,75+ years,,3000,,3259000000
Bahamas,1994,male,15-24 years,,26900,,3259000000
Bahamas,1994,male,25-34 years,,26000,,3259000000
Bahamas,1994,male,5-14 years,,28300,,3259000000
Bahamas,1994,male,55-74 years,,10300,,3259000000
Bahamas,1994,male,75+ years,,2100,,3259000000
Bahamas,1995,male,25-34 years,1,26300,,3429000000
Bahamas,1995,male,35-54 years,1,29800,,3429000000
Bahamas,1995,female,15-24 years,,26900,,3429000000
Bahamas,1995,female,25-34 years,,27100,,3429000000
Bahamas,1995,female,35-54 years,,32300,,3429000000
Bahamas,1995,female,5-14 years,,27700,,3429000000
Bahamas,1995,female,55-74 years,,12800,,3429000000
Bahamas,1995,female,75+ years,,3100,,3429000000
Bahamas,1995,male,15-24 years,,27000,,3429000000
Bahamas,1995,male,5-14 years,,28600,,3429000000
Bahamas,1995,male,55-74 years,,10600,,3429000000
Bahamas,1995,male,75+ years,,2300,,3429000000
Bahamas,1996,male,35-54 years,3,30549,,3609000000
Bahamas,1996,female,15-24 years,,25694,,3609000000
Bahamas,1996,female,25-34 years,,25178,,3609000000
Bahamas,1996,female,35-54 years,,32794,,3609000000
Bahamas,1996,female,5-14 years,,28250,,3609000000
Bahamas,1996,female,55-74 years,,13723,,3609000000
Bahamas,1996,female,75+ years,,2927,,3609000000
Bahamas,1996,male,15-24 years,,26103,,3609000000
Bahamas,1996,male,25-34 years,,25040,,3609000000
Bahamas,1996,male,5-14 years,,28956,,3609000000
Bahamas,1996,male,55-74 years,,11476,,3609000000
Bahamas,1996,male,75+ years,,1748,,3609000000
Bahamas,1997,male,25-34 years,1,24917,,6332360000
Bahamas,1997,male,35-54 years,1,31867,,6332360000
Bahamas,1997,female,15-24 years,,25605,,6332360000
Bahamas,1997,female,25-34 years,,25276,,6332360000
Bahamas,1997,female,35-54 years,,34332,,6332360000
Bahamas,1997,female,5-14 years,,28389,,6332360000
Bahamas,1997,female,55-74 years,,14127,,6332360000
Bahamas,1997,female,75+ years,,3054,,6332360000
Bahamas,1997,male,15-24 years,,25815,,6332360000
Bahamas,1997,male,5-14 years,,28929,,6332360000
Bahamas,1997,male,55-74 years,,11798,,6332360000
Bahamas,1997,male,75+ years,,1847,,6332360000
Bahamas,1998,male,25-34 years,2,24751,,6833220000
Bahamas,1998,male,35-54 years,1,33276,,6833220000
Bahamas,1998,female,15-24 years,,25583,,6833220000
Bahamas,1998,female,25-34 years,,25347,,6833220000
